gender;age;scs1;scs2;scs3;scs4;scs5;scs6;scs7;scs8;scs9;scs10;scs11;scs12;scs13;scs14;scs15;scs16;scs17;scs18;scs19;scs20;scs21;scs22;scs23
1;19;2;2;3;4;2;3;1;3;1;3;1;4;2;3;2;3;0;0;1;1;2;3;4
1;21;2;3;4;4;2;3;1;1;4;4;1;3;2;3;2;4;1;1;2;1;1;1;4
1;19;2;4;3;1;3;1;3;4;2;3;1;2;3;3;2;3;1;3;3;3;2;2;1
1;22;2;2;3;2;2;2;2;2;4;1;1;4;0;0;1;1;1;1;2;1;1;2;1
1;30;2;2;2;3;2;0;0;2;2;2;0;2;2;3;2;3;0;0;0;0;0;2;3
1;20;2;2;1;2;3;1;1;4;3;2;2;2;3;3;2;3;3;2;3;2;1;2;1
1;45;2;3;1;1;1;3;2;4;2;2;1;3;3;4;1;2;0;0;3;2;1;3;0
1;21;2;2;3;3;2;2;0;2;4;1;4;2;3;3;2;1;2;0;3;2;3;1;1
1;19;2;1;1;2;0;0;0;1;2;1;1;1;2;3;2;1;2;0;2;2;2;2;1
1;21;2;3;2;1;2;4;1;3;3;2;3;2;1;3;3;2;2;1;2;2;3;2;2
1;24;2;3;4;3;2;4;2;2;3;3;3;2;2;4;3;3;2;2;3;3;3;3;1
1;21;2;3;2;1;0;2;0;0;3;1;2;3;0;1;0;2;0;0;1;1;1;1;1
1;19;2;3;3;2;1;3;1;2;1;2;1;3;2;4;2;2;2;1;3;2;3;2;2
1;19;2;2;2;0;2;1;0;2;2;1;4;1;1;2;1;2;2;1;3;2;3;2;0
1;23;2;3;3;1;0;2;0;1;2;1;1;3;2;3;2;2;1;0;2;2;3;2;2
1;33;2;2;2;2;3;1;0;0;1;1;0;1;1;0;0;1;0;0;0;2;0;2;0
1;19;2;3;3;2;1;3;1;1;4;1;3;1;2;3;2;1;2;1;2;2;2;2;1
1;23;2;3;2;1;1;0;0;4;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2
1;20;2;3;4;0;2;3;1;1;4;0;3;1;3;3;2;1;2;0;3;2;3;1;1
1;25;2;3;3;0;2;4;0;2;4;0;3;3;1;3;2;0;1;3;3;1;3;2;0
1;23;2;3;4;2;3;3;0;2;4;1;2;2;2;3;1;3;2;1;3;2;2;1;0
1;19;2;4;3;3;1;4;0;0;2;2;3;3;3;3;1;1;3;1;3;3;3;3;0
1;22;2;4;4;3;3;3;1;3;4;3;2;3;3;3;2;3;1;2;1;2;3;3;3
1;21;2;2;4;0;3;3;2;3;3;0;2;2;2;3;1;0;1;1;2;1;2;2;0
1;20;2;3;3;2;2;3;1;2;3;2;3;2;2;3;3;2;3;3;3;2;3;2;2
1;20;2;3;2;2;2;1;3;1;1;1;3;2;1;3;1;2;1;0;3;1;3;2;2
1;20;2;3;2;1;2;3;1;4;1;2;3;0;1;4;1;3;4;1;3;2;3;4;2
1;22;2;3;3;0;2;2;0;1;3;0;3;0;3;3;1;0;2;0;3;2;3;2;0
1;22;2;4;1;4;2;3;3;4;2;3;1;3;3;3;2;3;3;2;3;2;3;1;3
1;20;2;3;0;1;3;4;1;2;2;3;3;1;2;3;0;1;2;0;3;0;2;3;1
1;23;2;2;2;4;2;2;2;3;3;3;2;3;2;4;2;3;3;0;3;2;2;2;3
1;24;2;3;4;1;2;2;0;4;0;1;0;0;3;2;2;3;0;0;3;3;0;3;1
1;20;2;3;2;2;3;3;2;2;4;1;3;1;3;3;3;3;3;3;3;2;3;3;2
1;21;2;3;3;0;2;3;2;2;3;1;2;1;2;3;2;1;2;2;3;2;2;2;1
1;19;2;1;2;3;2;2;2;3;3;3;2;1;2;2;1;3;2;1;3;3;3;1;3
1;21;2;3;2;1;1;3;0;2;2;3;3;2;2;3;2;4;1;2;3;2;2;2;3
1;21;2;2;2;1;1;3;1;2;3;2;3;1;2;3;1;1;1;0;1;2;1;1;2
1;19;2;3;4;4;3;3;0;2;0;2;3;3;4;3;0;4;3;0;3;3;2;1;2
1;23;2;3;3;2;1;1;1;3;2;3;1;2;3;3;1;1;0;1;3;1;1;2;2
1;20;2;4;3;2;1;4;1;1;4;1;3;0;2;3;3;3;2;2;4;2;3;3;2
1;20;2;1;2;3;2;1;1;2;3;3;2;2;3;3;2;2;2;1;2;1;2;1;1
1;22;2;2;3;1;3;2;1;3;3;1;1;1;2;2;1;1;2;0;2;3;1;1;0
1;25;2;2;2;3;3;3;2;2;2;2;2;2;2;3;2;3;2;2;2;1;1;1;2
1;23;2;3;3;2;3;3;3;3;1;3;2;2;1;3;2;3;2;1;3;2;2;2;3
1;21;2;2;2;2;3;3;1;3;2;1;3;2;2;3;1;1;3;3;3;2;3;2;3
1;21;2;1;3;3;2;1;1;4;3;3;1;3;2;3;0;1;1;0;2;0;2;1;0
1;20;2;3;3;3;2;2;2;3;4;3;3;3;3;4;3;3;3;0;3;1;3;1;3
1;21;2;2;2;1;1;3;1;3;3;2;3;1;2;3;2;1;1;3;2;2;2;1;1
1;20;2;1;3;1;0;3;0;1;1;0;3;1;2;4;2;2;3;1;3;3;2;1;1
1;19;2;3;2;2;2;3;0;2;2;1;2;1;2;3;2;2;0;0;1;1;2;3;2
1;21;2;4;2;4;3;4;0;4;3;3;4;0;4;4;2;4;1;0;3;4;2;2;1
1;21;2;2;3;2;2;2;1;2;4;2;2;2;2;2;1;2;1;1;3;2;2;2;2
1;20;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
1;23;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
1;21;2;2;3;1;0;0;0;0;4;0;0;3;0;1;0;1;0;0;0;0;0;2;0
1;21;2;3;3;1;2;3;2;2;2;2;3;1;2;4;2;2;2;1;3;2;3;3;2
1;22;2;2;3;0;0;2;0;2;4;0;2;3;2;3;2;0;1;0;2;2;2;3;0
1;19;2;4;3;2;3;3;1;2;4;2;3;4;1;2;2;2;2;0;3;1;2;2;1
1;20;2;3;2;4;2;3;0;1;2;3;2;4;1;1;1;4;0;0;1;1;1;2;4
1;19;2;3;4;1;3;1;0;3;4;0;2;2;3;3;3;3;0;0;2;1;2;2;1
1;22;2;2;3;2;1;2;3;1;3;2;3;2;2;3;1;2;1;1;2;1;2;2;1
1;20;2;2;1;1;2;3;2;3;3;2;3;1;2;3;2;1;2;1;1;1;2;2;2
1;21;2;3;3;3;3;3;1;1;3;2;2;2;3;3;2;1;2;1;3;3;3;2;2
1;19;2;2;3;2;1;1;0;0;0;0;1;0;2;2;2;2;2;0;1;1;3;2;1
1;18;2;1;3;2;2;3;2;3;4;3;3;4;2;3;1;3;2;1;3;2;1;3;2
1;25;2;3;3;1;2;1;1;2;4;1;1;1;1;2;2;2;0;1;2;2;1;3;1
2;24;2;4;4;0;3;3;0;3;4;1;2;1;1;4;1;4;0;0;3;2;3;1;3
2;23;2;0;4;4;2;3;0;1;2;2;0;3;3;3;0;3;0;0;2;2;2;2;3
2;21;2;3;2;1;1;4;2;4;1;1;3;0;3;4;2;2;3;2;4;1;3;2;0
2;19;2;2;1;4;3;3;2;0;2;4;2;4;1;2;0;4;0;3;1;1;2;1;4
2;21;2;4;2;1;3;3;2;4;3;2;2;1;3;4;1;0;1;1;3;0;2;0;0
2;30;2;3;2;2;2;3;3;4;1;3;4;1;3;2;2;3;4;3;3;3;3;1;3
2;21;2;3;2;1;1;3;0;3;2;1;3;2;2;3;1;2;1;1;3;2;2;2;1
2;21;2;3;4;2;4;4;2;3;4;2;3;2;2;4;2;3;3;1;4;3;3;2;2
2;19;2;3;3;2;2;3;1;2;2;2;3;2;1;3;2;3;2;1;1;2;2;2;2
2;23;2;3;1;4;0;2;0;1;3;4;1;3;4;4;1;2;1;0;4;1;1;2;3
2;20;2;3;2;2;1;3;0;0;3;0;2;0;2;3;2;1;3;0;4;2;1;2;2
2;21;2;1;3;1;0;3;0;2;4;1;3;1;2;4;1;1;3;1;3;1;3;1;0
2;22;2;2;3;4;2;4;1;4;3;4;2;3;2;3;2;4;1;1;2;1;1;1;3
2;20;2;3;3;1;2;2;0;2;4;1;1;3;2;3;2;2;2;0;3;2;1;2;2
2;20;2;1;3;0;3;2;0;1;4;1;0;0;1;2;0;0;0;0;1;0;0;0;0
2;20;2;3;1;2;3;3;2;4;2;1;3;1;2;3;2;2;3;1;3;2;3;3;2
2;19;2;0;1;1;0;1;0;3;0;2;0;3;3;2;0;1;0;0;0;0;0;2;1
2;19;2;4;4;2;2;4;0;2;3;0;0;0;1;4;0;1;4;0;3;1;1;3;2
2;20;2;2;3;1;1;3;0;1;4;1;3;1;3;4;2;2;3;2;3;3;3;3;2
2;22;2;3;4;1;1;3;0;1;3;1;2;2;2;2;1;1;0;0;1;2;1;1;1
2;20;2;4;2;4;4;4;0;4;3;3;3;1;3;3;2;3;4;0;3;3;3;1;3
2;26;2;3;3;1;2;3;1;1;4;2;3;1;2;3;0;2;3;0;2;1;4;2;1
2;23;2;3;3;3;2;3;1;3;4;2;1;3;1;3;2;1;1;0;3;3;1;0;3
2;21;2;2;3;3;2;3;1;3;1;2;3;2;3;3;1;3;1;0;3;3;2;3;3
2;20;2;4;4;3;3;4;3;3;4;2;2;2;4;2;4;4;2;1;2;4;4;3;4
2;18;2;3;3;2;2;3;1;2;3;1;3;1;1;3;1;3;3;0;3;2;3;2;1
2;20;2;2;3;3;1;3;0;2;3;3;3;4;2;2;2;3;2;3;3;2;3;1;3
2;40;2;4;2;3;1;3;1;1;2;4;3;1;4;4;3;3;1;1;3;3;3;2;2
2;20;2;4;3;3;1;4;0;2;4;1;2;2;3;3;0;3;1;0;3;1;2;1;1
2;21;2;3;2;2;1;2;0;3;2;2;1;4;1;3;1;3;1;0;1;1;1;1;2
2;21;2;3;2;3;2;3;2;3;2;2;3;2;2;3;2;3;2;2;3;2;3;3;2
2;22;2;1;3;3;2;1;1;2;3;3;1;4;1;3;1;4;1;0;2;1;1;2;3
2;20;2;3;3;2;0;3;0;2;1;2;4;3;3;4;0;2;3;0;3;1;3;3;2
2;27;2;4;2;2;2;4;2;1;4;3;3;4;3;3;3;4;3;1;4;2;2;2;4
2;19;2;4;3;0;2;1;0;2;4;0;3;1;2;2;1;0;3;0;2;2;3;1;0
2;26;2;3;1;3;1;3;0;3;2;2;4;2;2;4;3;3;3;0;2;3;3;1;3
2;19;2;4;2;2;2;3;2;4;3;3;3;3;4;4;2;3;3;0;4;2;4;4;2
2;21;2;1;4;2;3;2;3;0;4;1;2;3;1;3;3;2;2;0;3;3;3;2;1
2;21;2;4;2;0;2;2;0;3;1;2;3;0;4;4;2;2;1;1;4;2;2;1;1
2;20;2;4;2;4;2;4;0;3;3;4;2;3;2;4;2;3;3;0;3;1;3;0;1
2;19;2;3;3;3;2;4;0;3;2;3;3;3;3;3;3;3;2;2;3;2;3;2;2
2;24;2;4;4;2;3;4;2;2;4;2;3;1;3;4;2;1;3;2;4;3;3;3;1
2;24;2;2;2;2;2;3;1;2;4;1;3;4;3;3;1;3;3;0;3;2;3;2;3
2;32;2;3;2;4;3;3;3;3;3;4;3;3;2;3;2;4;3;2;3;2;3;2;4
2;25;2;1;3;1;2;2;1;4;4;1;2;0;3;3;1;0;1;1;3;1;1;0;0
2;19;2;3;1;3;3;3;1;3;2;4;2;0;1;4;0;1;1;1;1;0;2;0;0
2;23;2;2;4;1;1;3;2;1;4;1;2;1;2;3;1;0;2;1;2;2;2;2;1
2;19;2;2;4;0;0;2;0;3;4;2;3;1;3;3;0;2;4;0;3;1;3;0;2
2;25;2;1;1;0;0;2;2;3;0;0;3;1;1;4;1;1;2;1;3;0;2;1;1
2;19;2;3;3;1;3;3;3;0;4;1;3;1;3;4;2;1;3;1;2;1;2;2;2
2;21;2;2;3;1;4;3;2;2;4;2;2;0;3;4;2;2;3;2;4;2;3;3;2
2;25;2;2;2;1;3;2;2;2;2;1;2;1;2;4;2;1;2;3;3;2;2;2;1
2;29;2;3;2;4;2;3;1;4;4;3;3;3;2;3;2;3;3;2;4;1;2;2;4
2;20;2;3;3;1;2;2;1;1;3;1;2;1;3;3;2;2;1;1;1;1;1;2;1
2;22;2;3;2;2;1;4;0;3;3;2;2;1;2;4;0;3;3;1;3;1;2;1;1
2;21;2;3;4;1;3;3;3;4;4;1;4;1;4;3;2;1;0;1;3;3;3;2;1
2;21;2;3;2;3;3;3;0;4;2;3;3;3;3;3;1;4;3;3;3;3;3;2;2
2;21;2;3;3;3;2;2;3;4;1;4;2;3;2;1;3;2;1;3;0;3;4;2;4
2;20;2;2;1;0;1;1;1;0;3;0;1;0;3;3;1;0;0;0;0;1;0;1;0
2;26;2;3;3;2;1;2;1;2;4;1;2;3;0;1;1;3;1;0;2;1;2;0;1
2;20;2;3;3;1;1;2;0;3;3;1;2;1;1;2;1;2;1;1;2;1;2;2;1
2;19;2;3;2;0;0;4;2;4;4;0;3;0;3;4;2;2;4;0;3;1;2;1;1
2;20;2;1;2;1;1;0;0;4;4;1;4;2;2;2;2;2;2;0;1;1;3;2;1
 ; ;3;3;3;3;3;3;3;2;3;3;3;2;3;3;3;4;2;2;3;3;3;3;3
1;22;3;4;3;2;2;3;0;1;4;2;3;1;2;4;2;1;2;0;3;2;3;3;1
1;9;3;2;1;2;1;2;0;2;4;2;1;3;1;3;0;4;2;1;2;1;2;3;4
1;19;3;2;2;3;3;1;1;1;4;1;2;4;1;2;1;2;0;1;2;2;2;2;0
1;23;3;3;2;0;0;0;0;0;4;0;3;1;3;3;3;2;2;0;1;1;2;1;3
1;20;3;3;2;3;2;3;1;2;3;3;2;3;3;3;1;2;2;1;3;1;3;3;2
1;20;3;3;3;4;3;2;2;2;4;2;3;2;1;3;3;4;2;0;2;2;3;0;1
1;20;3;2;1;1;2;2;0;3;3;1;1;1;1;4;2;2;0;1;2;2;2;3;1
1;34;3;1;0;1;2;0;0;3;0;2;2;4;2;3;0;1;0;1;2;1;2;1;0
1;23;3;4;1;3;0;3;1;1;3;1;2;1;1;3;2;1;1;0;2;2;2;3;0
1;27;3;3;3;1;2;3;4;0;4;1;1;0;0;2;3;0;1;0;0;2;0;1;0
1;28;3;3;2;1;2;3;0;2;3;3;2;1;3;3;2;1;0;1;3;2;2;3;0
1;22;3;3;2;2;4;3;3;4;4;2;3;2;3;4;2;3;3;1;2;3;3;3;1
1;21;3;3;3;2;3;3;2;4;4;1;3;3;3;3;2;1;2;2;2;2;2;2;1
1;20;3;4;4;1;3;4;2;1;4;1;4;1;3;4;3;1;3;0;4;2;4;4;1
1;24;3;4;3;1;3;4;0;3;4;2;3;1;3;4;3;1;1;1;3;3;3;2;2
1;20;3;2;2;1;2;3;1;2;3;2;2;1;4;2;4;0;3;1;3;2;2;3;1
1;21;3;3;2;1;2;2;1;1;4;2;1;1;2;3;1;2;0;1;2;2;1;3;1
1;19;3;4;3;2;4;4;0;3;4;1;3;2;4;4;2;1;3;2;3;1;2;1;1
1;22;3;3;2;3;4;3;2;2;4;4;3;1;3;3;3;3;3;2;3;2;2;3;2
1;20;3;1;1;1;2;3;1;1;2;1;3;0;3;4;2;1;0;1;3;2;3;3;1
1;20;3;1;3;4;2;3;3;4;0;2;3;2;2;3;1;4;0;3;2;2;2;4;4
1;21;3;3;3;1;3;2;2;1;4;1;2;1;2;2;1;2;1;1;1;2;2;2;1
1;19;3;3;3;2;3;3;1;2;3;2;3;2;2;3;1;3;1;1;2;2;3;1;3
1;22;3;2;3;0;2;3;1;0;3;1;3;3;4;3;3;2;1;1;3;3;3;4;1
1;18;3;4;3;0;2;4;0;1;3;1;3;0;4;4;2;0;2;0;3;1;3;3;0
1;24;3;3;3;4;4;3;1;2;4;3;3;2;3;1;1;3;0;0;3;2;2;2;3
1;20;3;3;1;1;1;1;4;3;1;1;1;2;3;4;2;2;1;2;1;2;2;3;1
1;21;3;3;2;3;2;3;0;2;2;2;3;3;3;3;1;2;1;0;3;2;3;3;1
1;27;3;3;0;3;3;3;1;2;2;2;3;0;3;3;2;3;3;2;3;1;2;3;3
1;25;3;3;2;1;3;1;2;3;4;1;0;3;3;3;1;1;0;1;0;3;1;1;2
1;28;3;4;3;2;2;3;1;0;3;1;2;2;4;4;2;2;0;0;2;3;2;4;0
1;22;3;3;2;2;1;3;1;1;2;3;2;1;1;3;2;3;3;2;3;2;3;3;1
1;19;3;2;1;2;2;3;1;2;3;2;2;2;3;3;2;2;0;0;2;2;1;3;1
1;21;3;4;2;4;3;4;3;3;3;1;4;2;3;4;0;2;3;0;3;0;3;1;3
2;21;3;3;2;4;2;3;1;2;4;3;3;3;3;3;1;3;1;1;3;2;3;2;3
2;36;3;4;1;2;2;4;2;3;3;4;2;1;3;4;2;3;3;3;3;2;3;2;2
2;20;3;2;3;3;2;4;0;2;1;2;1;2;2;4;1;3;0;2;2;1;1;1;2
2;19;3;3;2;2;3;3;1;2;2;2;3;0;2;4;2;1;2;1;3;2;2;2;0
2;21;3;3;0;3;3;3;2;4;4;3;2;0;3;3;4;3;4;2;3;0;2;3;3
2;32;3;4;2;2;2;3;0;1;2;1;3;2;3;4;3;1;3;3;4;2;3;1;2
2;25;3;1;2;2;2;3;3;2;3;2;3;1;2;2;3;1;3;0;1;2;2;2;2
2;22;3;3;3;2;3;3;3;3;4;2;2;2;3;3;0;1;0;0;2;3;2;1;1
2;24;3;3;3;1;2;2;1;1;2;1;3;1;2;3;2;1;2;1;3;2;2;3;1
2;22;3;4;4;3;2;4;1;1;4;3;2;2;2;3;2;2;1;0;2;2;2;2;2
2;18;3;4;4;3;3;3;2;2;4;3;3;2;3;4;2;4;2;2;3;2;3;3;3
2;21;3;3;3;1;0;2;1;1;3;1;3;2;2;2;2;3;4;2;1;1;2;2;2
2;19;3;3;4;1;4;4;1;2;4;2;2;1;3;4;3;1;1;0;1;3;1;3;1
2;19;3;2;4;1;2;2;0;1;4;1;2;2;3;3;2;2;2;2;2;2;2;2;1
2;19;3;3;3;0;3;4;4;3;2;1;3;0;3;4;2;0;4;3;3;3;3;2;1
2;19;3;2;1;3;3;3;0;3;3;1;3;2;0;2;1;3;3;0;2;0;3;1;2
2;20;3;3;1;2;1;3;1;3;2;2;2;1;1;4;2;3;2;1;3;1;2;2;0
2;21;3;4;3;4;4;4;1;3;3;3;3;2;3;4;3;4;4;2;4;3;4;2;3
2;21;3;3;2;2;3;3;2;3;3;4;3;2;3;3;2;2;3;1;3;2;3;2;2
2;19;3;2;1;2;1;2;0;0;0;3;2;2;3;3;1;2;1;1;2;1;2;2;3
2;25;3;4;3;0;3;2;2;0;4;2;3;0;3;3;2;1;3;2;2;2;2;2;1
2;19;3;3;4;1;3;2;3;4;4;4;1;0;3;4;3;1;2;1;2;3;1;3;1
2;24;3;1;4;4;4;2;0;2;4;3;3;4;3;2;0;3;3;0;4;3;2;0;3
2;22;3;2;1;3;2;3;1;4;3;3;3;3;3;3;1;3;1;3;3;1;2;0;2
2;18;3;2;1;0;3;3;1;1;4;1;1;0;4;3;3;0;0;3;2;4;1;1;0
2;21;3;3;3;2;3;3;3;3;1;3;3;1;3;3;3;3;3;3;3;3;3;3;3
2;30;3;4;4;3;1;4;0;3;4;3;2;2;3;3;3;3;2;0;4;3;3;1;3
2;19;3;4;3;2;3;4;1;3;4;2;3;1;3;4;0;2;4;0;4;1;4;1;3
2;19;3;3;2;1;1;2;1;4;4;1;2;1;2;2;2;1;1;0;1;2;2;3;0
2;21;3;1;3;3;0;2;0;4;2;3;2;3;1;3;0;2;3;0;4;1;1;1;2
2;21;3;4;3;3;3;4;1;1;3;3;2;3;3;4;4;4;3;2;3;2;3;3;3
2;30;3;2;3;1;2;2;1;3;4;1;1;1;2;4;2;1;1;1;2;2;2;2;0
2;21;3;3;2;2;2;3;1;3;4;2;3;0;3;3;2;2;1;2;2;3;2;3;0
2;23;3;3;3;0;3;3;1;1;4;1;3;1;3;3;2;0;1;1;1;1;1;2;0
2;21;3;2;4;0;2;2;1;4;4;1;2;0;3;3;1;1;3;2;3;2;3;3;1
2;29;3;3;2;0;1;2;2;1;4;0;1;0;3;2;0;1;2;0;2;2;1;1;0
 ; ;4;4;1;3;4;4;3;1;2;3;1;3;3;4;4;2;1;3;4;3;2;2;1
1;19;4;4;4;2;2;3;3;2;4;2;2;1;3;3;4;2;0;0;3;2;2;2;2
1;19;4;3;2;3;4;3;1;0;4;1;0;3;4;2;4;4;4;0;0;2;1;2;2
1;20;4;4;2;1;3;2;0;3;3;1;3;2;3;4;3;1;1;1;2;3;2;3;2
1;22;4;2;4;2;0;4;0;0;1;3;3;0;2;4;4;4;4;2;4;2;4;3;3
1;20;4;4;0;3;3;0;4;4;4;2;2;1;4;4;3;2;2;4;0;2;2;2;2
1;20;4;3;1;2;4;1;3;3;2;3;3;1;4;4;1;4;4;1;3;2;4;1;2
1;26;4;0;4;2;4;4;2;3;4;0;3;1;3;3;3;2;2;0;2;3;2;3;2
1;26;4;4;2;2;1;3;0;1;4;0;2;2;3;3;2;1;0;0;2;3;2;3;2
1;19;4;3;3;0;2;1;0;0;1;0;2;0;4;3;3;0;3;2;2;1;2;4;0
1;22;4;3;3;1;3;4;1;1;4;2;2;3;3;4;3;1;0;1;3;3;2;2;0
1;22;4;1;4;2;3;3;2;2;2;3;3;2;3;3;2;3;3;0;2;2;3;2;0
1;25;4;3;3;2;4;4;2;2;4;2;2;3;4;4;3;0;1;2;2;3;2;3;0
1;20;4;4;3;1;3;3;2;3;4;2;3;1;3;4;3;2;3;3;3;4;3;3;3
1;19;4;3;3;0;4;4;4;4;4;2;4;0;3;3;3;2;4;1;2;2;4;3;1
1;26;4;2;3;3;2;3;1;1;4;1;1;2;2;3;1;3;1;1;2;1;2;3;2
1;20;4;2;2;1;4;1;0;0;4;0;4;2;4;4;3;0;4;0;2;1;3;4;0
1;18;4;4;2;2;2;3;0;4;4;2;2;2;2;3;3;3;1;1;4;1;2;0;2
1;19;4;4;4;1;4;4;2;4;4;0;2;2;4;4;2;4;0;0;2;2;2;2;3
1;23;4;4;3;2;4;0;0;0;4;0;2;0;4;0;2;0;0;0;0;2;2;4;0
1;20;4;1;0;1;4;1;2;4;3;0;3;2;4;3;2;1;1;2;3;2;2;1;1
1;23;4;3;4;1;3;4;2;1;4;1;4;0;2;4;2;1;3;4;4;3;4;3;2
1;23;4;1;3;2;3;0;4;1;4;3;3;0;0;4;1;0;4;1;4;1;3;1;0
1;22;4;3;2;2;4;3;1;4;4;1;2;1;2;3;3;3;1;3;3;3;1;3;4
1;19;4;4;2;4;2;3;2;3;2;1;3;1;2;4;2;4;3;1;2;1;2;2;3
1;23;4;3;4;0;4;1;1;1;4;0;2;1;3;3;3;0;1;1;2;3;2;3;1
1;22;4;3;4;4;4;4;2;3;4;4;4;2;2;4;4;4;3;1;4;3;3;3;4
1;22;4;4;1;1;3;3;3;3;3;0;2;0;3;3;3;0;3;0;4;4;4;2;0
2;27;4;4;1;4;3;4;1;3;3;2;4;1;3;4;3;4;2;2;3;3;4;3;3
2;20;4;2;2;2;1;2;2;3;2;2;2;1;2;3;1;2;2;2;2;3;2;2;3
2;23;4;2;3;4;3;0;2;1;1;1;2;1;3;2;4;3;4;2;3;1;2;3;2
2;20;4;0;1;0;4;1;0;0;2;2;0;0;4;4;0;0;0;0;2;4;2;4;0
2;19;4;4;4;2;4;4;0;4;4;4;4;2;0;4;4;4;4;2;4;4;4;3;1
2;20;4;3;1;1;3;1;0;3;4;2;2;2;3;2;3;1;3;0;1;2;2;3;1
2;32;4;4;0;0;2;3;0;2;1;0;3;0;3;4;3;0;2;3;3;3;3;3;0
2;20;4;4;4;0;4;4;2;0;4;1;0;0;3;4;3;0;0;4;1;2;0;4;0
2;23;4;1;1;4;3;4;0;4;3;4;4;1;4;4;0;2;0;0;4;2;4;3;2
2;29;4;4;3;1;4;4;4;2;4;1;3;1;3;3;2;3;2;3;1;3;3;1;3
2;19;4;4;2;2;4;3;1;2;4;4;3;2;2;4;3;4;4;1;4;3;3;3;4
2;19;4;1;2;1;1;1;0;3;4;2;1;2;2;2;2;1;0;0;1;0;0;0;0
2;22;4;4;3;1;2;3;0;1;4;0;2;2;4;3;1;0;2;0;1;3;2;4;0
2;29;4;4;1;2;4;4;2;4;3;3;3;0;2;4;2;1;4;3;3;2;3;4;1
2;20;4;4;2;4;4;2;0;2;4;2;2;2;2;2;2;2;0;0;2;3;1;4;2
2;21;4;4;3;2;4;4;3;4;4;1;3;2;3;3;4;2;3;0;4;3;3;2;2
2;21;4;4;3;0;3;3;3;3;4;2;4;0;3;4;2;2;4;3;3;3;4;2;0
